state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2.5,days_pm10
Indiana,Marion,2007,365,94,230,40,1,0,0,174,105,62,0,1,106,258,0
Indiana,Morgan,2007,183,85,69,27,2,0,0,151,112,54,0,0,183,0,0
Indiana,Perry,2007,213,117,71,23,2,0,0,166,105,48,0,0,180,0,33
Indiana,Porter,2007,365,237,108,16,4,0,0,164,84,42,0,0,163,105,97
Indiana,Posey,2007,181,87,64,29,1,0,0,151,108,51,0,0,181,0,0
Indiana,Shelby,2007,182,83,66,32,1,0,0,161,119,54,0,0,182,0,0
Indiana,Spencer,2007,113,55,57,1,0,0,0,108,81,52,0,0,0,113,0
Indiana,St. Joseph,2007,365,174,174,17,0,0,0,150,87,51,0,11,127,227,0
Indiana,Tippecanoe,2007,364,154,204,6,0,0,0,119,77,54,0,0,0,364,0
Indiana,Vanderburgh,2007,365,147,173,37,8,0,0,164,108,55,0,3,117,244,1
Indiana,Vigo,2007,345,139,189,17,0,0,0,150,86,53,0,0,88,256,1
Indiana,Wabash,2007,356,273,62,21,0,0,0,147,87,38,0,0,356,0,0
Indiana,Warrick,2007,183,77,73,32,1,0,0,151,112,58,0,0,183,0,0
Indiana,Washington,2007,118,69,49,0,0,0,0,94,70,44,0,0,0,118,0
Indiana,Whitley,2007,55,34,21,0,0,0,0,99,72,42,0,0,0,0,55
Iowa,Black Hawk,2007,119,71,46,1,1,0,0,155,73,42,0,0,0,105,14
Iowa,Bremer,2007,243,190,49,3,1,0,0,151,65,40,0,0,192,51,0
Iowa,Cerro Gordo,2007,365,313,50,2,0,0,0,104,55,31,0,0,0,0,365
Iowa,Clinton,2007,358,184,161,13,0,0,0,136,80,50,0,0,130,228,0
Iowa,Delaware,2007,41,23,17,1,0,0,0,140,86,41,0,0,0,41,0
Iowa,Harrison,2007,214,175,37,2,0,0,0,150,64,41,0,0,214,0,0
Iowa,Johnson,2007,332,200,127,5,0,0,0,149,69,43,0,0,0,332,0
Iowa,Lee,2007,118,60,58,0,0,0,0,96,71,50,0,0,0,118,0
Iowa,Linn,2007,365,281,77,7,0,0,0,147,71,37,101,0,199,59,6
Iowa,Montgomery,2007,261,194,63,4,0,0,0,108,63,40,0,0,165,85,11
Iowa,Muscatine,2007,339,175,155,7,2,0,0,155,79,50,0,0,0,321,18
Iowa,Palo Alto,2007,255,222,31,2,0,0,0,108,54,33,0,0,168,72,15
Iowa,Polk,2007,364,226,135,3,0,0,0,112,71,44,4,22,105,227,6
Iowa,Pottawattamie,2007,174,132,40,2,0,0,0,134,59,37,0,0,0,114,60
Iowa,Scott,2007,365,112,239,13,1,0,0,152,87,59,0,0,69,221,75
Iowa,Story,2007,207,176,27,4,0,0,0,136,58,39,0,0,207,0,0
Iowa,Van Buren,2007,262,186,72,4,0,0,0,122,74,40,0,0,161,94,7
Iowa,Warren,2007,204,179,22,3,0,0,0,119,54,38,0,0,204,0,0
Iowa,Woodbury,2007,125,94,29,2,0,0,0,126,64,38,0,0,0,108,17
Iowa,Wright,2007,103,76,25,2,0,0,0,132,67,36,0,0,0,103,0
Kansas,Brown,2007,113,95,18,0,0,0,0,90,56,32,0,0,0,113,0
Kansas,Chase,2007,113,95,18,0,0,0,0,82,57,30,0,0,0,113,0
Kansas,Johnson,2007,365,287,74,4,0,0,0,133,64,37,0,0,308,57,0
Kansas,Leavenworth,2007,365,301,51,10,3,0,0,174,77,36,0,0,365,0,0
Kansas,Linn,2007,365,283,80,2,0,0,0,112,70,40,0,6,303,56,0
Kansas,Montgomery,2007,343,332,11,0,0,0,0,69,37,19,0,0,0,0,343
Kansas,Neosho,2007,58,56,2,0,0,0,0,83,46,20,0,0,0,0,58
Kansas,Riley,2007,359,298,58,3,0,0,0,108,64,39,0,0,359,0,0
Kansas,Sedgwick,2007,365,309,55,1,0,0,0,109,58,36,6,51,197,69,42
Kansas,Shawnee,2007,362,282,76,4,0,0,0,112,71,40,0,0,296,52,14
Kansas,Sherman,2007,53,53,0,0,0,0,0,42,35,19,0,0,0,0,53
Kansas,Sumner,2007,365,285,77,3,0,0,0,119,65,39,0,4,313,48,0
Kansas,Trego,2007,337,286,50,1,0,0,0,108,58,40,0,0,316,21,0
Kansas,Wyandotte,2007,365,206,149,10,0,0,0,129,75,45,2,76,112,170,5
Kentucky,Bell,2007,264,95,132,33,4,0,0,169,108,62,0,0,231,33,0
Kentucky,Boone,2007,245,154,73,18,0,0,0,136,93,47,0,0,245,0,0
Kentucky,Boyd,2007,365,166,183,16,0,0,0,133,84,53,0,11,93,255,6
Kentucky,Bullitt,2007,324,140,164,20,0,0,0,147,90,54,0,6,112,204,2
Kentucky,Campbell,2007,184,89,67,24,4,0,0,174,119,52,0,3,92,89,0
Kentucky,Carter,2007,275,175,95,5,0,0,0,112,77,45,0,0,199,76,0
Kentucky,Christian,2007,284,126,115,37,6,0,0,166,112,54,0,0,218,66,0
Kentucky,Daviess,2007,365,176,152,33,4,0,0,174,101,51,0,12,161,192,0
Kentucky,Edmonson,2007,364,213,123,28,0,0,0,147,93,46,0,0,322,42,0
Kentucky,Fayette,2007,365,168,170,25,1,1,0,202,95,52,0,26,117,222,0
Kentucky,Franklin,2007,120,66,52,2,0,0,0,122,75,47,0,0,0,120,0
Kentucky,Greenup,2007,240,147,72,20,1,0,0,151,100,46,0,0,240,0,0
Kentucky,Hancock,2007,241,136,78,26,1,0,0,154,101,48,0,0,241,0,0
Kentucky,Hardin,2007,324,187,115,21,1,0,0,161,97,46,0,0,201,123,0
Kentucky,Henderson,2007,359,220,111,27,1,0,0,156,93,44,0,0,206,78,75
Kentucky,Jefferson,2007,365,113,207,38,7,0,0,182,105,59,0,6,125,234,0
Kentucky,Jessamine,2007,240,133,81,25,1,0,0,156,105,49,0,0,240,0,0
Kentucky,Kenton,2007,365,176,156,31,2,0,0,169,99,52,0,14,131,220,0
Kentucky,Larue,2007,170,105,58,7,0,0,0,150,84,47,0,0,170,0,0
Kentucky,Livingston,2007,240,145,80,15,0,0,0,140,93,47,0,0,240,0,0
Kentucky,Madison,2007,118,65,51,2,0,0,0,124,76,49,0,0,0,118,0
Kentucky,Marshall,2007,55,54,1,0,0,0,0,57,33,18,0,0,0,0,55
Kentucky,McCracken,2007,363,185,151,27,0,0,0,143,92,50,0,32,121,210,0
Kentucky,Morgan,2007,321,225,84,12,0,0,0,136,84,41,0,0,321,0,0
Kentucky,Ohio,2007,348,211,134,3,0,0,0,127,72,43,0,0,0,346,2
Kentucky,Oldham,2007,245,130,81,31,3,0,0,156,112,49,0,0,245,0,0
Kentucky,Perry,2007,265,133,117,14,1,0,0,158,93,50,0,0,218,47,0
Kentucky,Pike,2007,362,175,164,23,0,0,0,147,90,51,0,0,138,224,0
Kentucky,Pulaski,2007,244,161,75,8,0,0,0,147,80,45,0,0,244,0,0
Kentucky,Simpson,2007,245,124,87,32,2,0,0,161,108,50,0,0,245,0,0
Kentucky,Trigg,2007,360,214,114,27,5,0,0,164,100,45,0,3,320,37,0
Kentucky,Warren,2007,365,195,148,22,0,0,0,136,89,49,0,3,116,246,0
Kentucky,Washington,2007,364,227,109,27,1,0,0,151,93,44,0,0,364,0,0
Louisiana,Ascension,2007,363,286,53,20,4,0,0,195,84,39,0,31,332,0,0
Louisiana,Bossier,2007,364,229,123,11,1,0,0,154,74,44,0,0,168,196,0
Louisiana,Caddo,2007,355,257,91,6,1,0,0,164,71,41,0,0,274,79,2
Louisiana,Calcasieu,2007,365,228,128,9,0,0,0,136,80,44,0,7,184,174,0
Louisiana,East Baton Rouge,2007,365,173,165,24,2,1,0,202,93,52,0,12,148,205,0
Louisiana,Iberville,2007,365,229,103,27,6,0,0,187,93,44,0,13,287,65,0
Louisiana,Jefferson,2007,365,205,142,14,4,0,0,179,77,47,0,24,148,193,0
Louisiana,Lafayette,2007,365,281,74,10,0,0,0,122,72,38,0,0,295,70,0
Louisiana,Lafourche,2007,365,233,118,13,1,0,0,154,78,44,0,0,202,163,0
Louisiana,Livingston,2007,364,208,134,21,1,0,0,154,84,47,0,0,210,154,0
Louisiana,Orleans,2007,336,227,109,0,0,0,0,91,62,39,0,0,0,336,0
Louisiana,Ouachita,2007,356,298,57,1,0,0,0,101,59,36,0,0,269,87,0
Louisiana,Pointe Coupee,2007,361,282,63,15,1,0,0,154,84,40,0,0,361,0,0
Louisiana,Rapides,2007,113,83,30,0,0,0,0,74,59,40,0,0,0,113,0
Louisiana,St. Bernard,2007,360,190,159,11,0,0,0,143,74,48,0,0,128,231,1
Louisiana,St. Charles,2007,363,314,39,7,3,0,0,172,64,35,0,0,363,0,0
Louisiana,St. James,2007,362,307,46,8,1,0,0,156,64,35,0,0,362,0,0
Louisiana,St. John the Baptist,2007,362,301,44,17,0,0,0,147,67,36,0,0,362,0,0
Louisiana,St. Tammany,2007,11,8,3,0,0,0,0,62,61,45,0,0,0,11,0
Louisiana,Tangipahoa,2007,119,74,45,0,0,0,0,89,66,43,0,0,0,119,0
Louisiana,Terrebonne,2007,113,85,28,0,0,0,0,82,64,33,0,0,0,113,0
Louisiana,West Baton Rouge,2007,365,184,169,11,1,0,0,161,77,50,0,18,95,246,6
Louisiana,Winn,2007,112,80,32,0,0,0,0,68,59,37,0,0,0,112,0
Maine,Androscoggin,2007,211,185,16,7,3,0,0,166,58,32,0,0,182,0,29
Maine,Aroostook,2007,365,333,29,3,0,0,0,129,48,32,0,0,239,97,29
Maine,Cumberland,2007,262,222,30,9,1,0,0,185,58,35,0,0,198,47,17
Maine,Hancock,2007,361,307,37,13,4,0,0,182,65,35,3,0,350,8,0
Maine,Kennebec,2007,209,188,11,9,1,0,0,156,54,33,0,0,181,0,28
Maine,Knox,2007,179,151,22,4,2,0,0,177,71,34,0,0,179,0,0
Maine,Oxford,2007,172,166,2,4,0,0,0,150,44,31,0,0,172,0,0
Maine,Penobscot,2007,357,332,19,6,0,0,0,133,49,32,0,0,334,16,7
Maine,Sagadahoc,2007,129,108,12,8,1,0,0,179,71,32,0,0,129,0,0
Maine,Washington,2007,359,339,16,4,0,0,0,150,45,32,0,0,350,9,0
Maine,York,2007,274,240,20,11,3,0,0,185,54,33,0,0,274,0,0
Maryland,Anne Arundel,2007,259,118,107,29,4,1,0,214,105,52,0,0,193,66,0
Maryland,Baltimore,2007,365,166,172,25,2,0,0,172,92,54,0,26,146,193,0
Maryland,Baltimore (City),2007,365,147,205,13,0,0,0,150,80,54,0,10,36,317,2
Maryland,Calvert,2007,202,106,73,22,1,0,0,159,101,50,0,0,202,0,0
Maryland,Carroll,2007,213,119,58,29,7,0,0,174,119,47,0,0,213,0,0
Maryland,Cecil,2007,258,146,79,28,4,1,0,221,115,48,0,0,190,68,0
Maryland,Charles,2007,214,106,86,20,2,0,0,187,101,51,0,0,214,0,0
Maryland,Dorchester,2007,344,249,65,29,1,0,0,156,100,40,0,0,344,0,0
Maryland,Frederick,2007,214,122,64,23,5,0,0,159,112,48,0,0,214,0,0
Maryland,Garrett,2007,362,270,81,11,0,0,0,129,77,41,4,0,322,36,0
Maryland,Harford,2007,261,141,76,33,9,2,0,208,119,49,0,0,199,62,0
Maryland,Kent,2007,209,119,70,19,1,0,0,151,100,49,0,0,209,0,0
Maryland,Montgomery,2007,211,122,68,17,4,0,0,195,100,46,0,0,125,86,0
Maryland,Prince George's,2007,365,207,115,33,9,1,0,205,105,45,0,47,248,70,0
Maryland,Washington,2007,265,145,98,22,0,0,0,150,100,48,0,0,188,77,0
Maryland,Worcester,2007,139,82,47,8,2,0,0,177,90,48,0,0,139,0,0
Massachusetts,Barnstable,2007,233,177,40,15,1,0,0,169,80,38,0,0,168,65,0
Massachusetts,Berkshire,2007,363,239,100,22,2,0,0,169,87,38,0,0,120,243,0
Massachusetts,Bristol,2007,346,239,95,11,1,0,0,151,75,39,0,0,114,232,0
Massachusetts,Dukes,2007,232,178,48,3,3,0,0,172,74,39,0,0,167,65,0
Massachusetts,Essex,2007,365,229,113,17,6,0,0,195,83,44,0,9,181,175,0
Massachusetts,Hampden,2007,365,219,120,19,5,2,0,207,87,44,0,20,218,127,0
Massachusetts,Hampshire,2007,365,221,118,19,6,1,0,204,80,44,0,6,164,195,0
Massachusetts,Middlesex,2007,365,302,44,14,5,0,0,174,74,33,6,0,336,23,0
Massachusetts,Norfolk,2007,334,246,67,15,6,0,0,174,80,39,0,2,162,170,0
Massachusetts,Plymouth,2007,119,84,34,1,0,0,0,103,64,32,0,0,0,119,0
Massachusetts,Suffolk,2007,365,142,207,15,1,0,0,153,84,55,0,21,30,314,0
Massachusetts,Worcester,2007,365,236,101,19,9,0,0,177,84,41,1,68,148,145,3
Michigan,Allegan,2007,241,146,68,21,4,2,0,204,112,45,0,0,176,65,0
Michigan,Bay,2007,112,72,40,0,0,0,0,89,66,38,0,0,0,112,0
Michigan,Benzie,2007,183,133,35,14,1,0,0,156,97,41,0,0,183,0,0
Michigan,Berrien,2007,241,140,75,22,3,1,0,201,101,47,0,0,170,71,0
Michigan,Cass,2007,183,109,60,11,3,0,0,151,100,48,0,0,183,0,0
Michigan,Chippewa,2007,107,59,46,2,0,0,0,136,71,43,0,0,0,107,0
Michigan,Clinton,2007,181,137,36,8,0,0,0,150,84,42,0,0,181,0,0
Michigan,Genesee,2007,240,150,75,13,2,0,0,161,90,45,0,0,167,73,0
Michigan,Huron,2007,182,135,28,16,3,0,0,177,101,41,0,0,182,0,0
Michigan,Ingham,2007,234,147,74,13,0,0,0,147,80,44,0,0,157,77,0
Michigan,Kalamazoo,2007,239,133,91,15,0,0,0,147,93,48,0,0,158,81,0
Michigan,Kent,2007,323,217,83,18,5,0,0,164,90,42,27,56,165,75,0
Michigan,Keweenaw,2007,110,103,7,0,0,0,0,68,38,11,0,0,0,110,0
Michigan,Leelanau,2007,180,132,34,14,0,0,0,140,87,41,0,0,180,0,0
Michigan,Lenawee,2007,177,116,46,13,2,0,0,159,97,45,0,0,177,0,0
Michigan,Macomb,2007,302,207,71,16,8,0,0,187,90,43,61,0,166,75,0
Michigan,Manistee,2007,239,168,54,15,2,0,0,161,90,40,0,0,175,64,0
Michigan,Mason,2007,183,132,33,16,2,0,0,177,100,42,0,0,183,0,0
Michigan,Missaukee,2007,239,189,39,11,0,0,0,143,74,40,0,0,169,70,0
Michigan,Monroe,2007,118,55,60,3,0,0,0,112,75,52,0,0,0,118,0
Michigan,Muskegon,2007,356,214,120,18,4,0,0,169,80,44,0,0,131,225,0
Michigan,Oakland,2007,292,196,77,15,4,0,0,159,83,42,52,0,156,84,0
Michigan,Ottawa,2007,362,199,146,12,5,0,0,169,84,47,0,0,135,227,0
Michigan,Presque Isle,2007,59,58,1,0,0,0,0,52,31,9,0,0,0,0,59
Michigan,Schoolcraft,2007,238,194,26,16,2,0,0,166,75,34,0,0,171,67,0
Michigan,St. Clair,2007,241,155,66,16,4,0,0,177,87,43,0,0,162,79,0
Michigan,Tuscola,2007,350,294,36,15,5,0,0,172,74,36,0,0,350,0,0
Michigan,Washtenaw,2007,364,258,88,17,1,0,0,156,74,40,0,0,295,69,0
Michigan,Wayne,2007,365,138,197,22,8,0,0,179,97,56,0,20,90,236,19
Michigan,Wexford,2007,356,306,33,11,6,0,0,182,64,36,0,0,356,0,0
Minnesota,Anoka,2007,365,243,113,8,1,0,0,151,70,42,0,21,163,181,0
Minnesota,Becker,2007,356,285,65,5,1,0,0,153,58,39,0,0,137,219,0
Minnesota,Carlton,2007,282,253,29,0,0,0,0,97,51,30,0,0,129,153,0
Minnesota,Cass,2007,52,50,1,1,0,0,0,102,37,18,0,0,0,52,0
Minnesota,Cook,2007,329,318,11,0,0,0,0,85,28,9,0,0,0,329,0
Minnesota,Crow Wing,2007,351,277,68,6,0,0,0,136,61,34,0,0,134,217,0
Minnesota,Dakota,2007,365,250,110,5,0,0,0,141,66,38,0,46,0,319,0
Minnesota,Goodhue,2007,183,147,32,4,0,0,0,133,61,42,0,0,183,0,0
Minnesota,Hennepin,2007,365,193,167,4,1,0,0,152,70,48,0,0,0,362,3
Minnesota,Lake,2007,354,318,33,3,0,0,0,119,51,27,0,0,123,231,0
Minnesota,Lyon,2007,353,272,80,1,0,0,0,115,61,40,0,0,130,223,0
Minnesota,Mille Lacs,2007,231,201,26,4,0,0,0,136,54,34,0,0,159,72,0
Minnesota,Olmsted,2007,354,192,154,6,2,0,0,152,75,48,0,0,116,238,0
Minnesota,Ramsey,2007,365,232,129,4,0,0,0,146,68,44,1,0,0,336,28
Minnesota,Rock,2007,112,95,17,0,0,0,0,90,56,29,0,0,0,112,0
Minnesota,Saint Louis,2007,365,244,119,2,0,0,0,115,67,42,1,0,169,192,3
Minnesota,Scott,2007,240,185,51,4,0,0,0,132,67,40,0,0,171,69,0
Minnesota,Stearns,2007,365,294,65,6,0,0,0,148,58,35,17,0,153,195,0
Minnesota,Washington,2007,209,168,35,6,0,0,0,135,67,40,0,0,174,27,8
Minnesota,Winona,2007,116,100,15,1,0,0,0,116,56,27,0,0,0,116,0
Minnesota,Wright,2007,353,243,99,10,1,0,0,153,67,42,0,0,122,231,0
Mississippi,Adams,2007,280,211,65,4,0,0,0,119,69,42,0,0,200,80,0
Mississippi,Bolivar,2007,365,206,143,16,0,0,0,140,80,47,0,0,106,259,0
Mississippi,DeSoto,2007,266,150,90,24,1,1,0,203,100,47,0,0,193,73,0
Mississippi,Forrest,2007,114,52,62,0,0,0,0,92,76,53,0,0,0,114,0
Mississippi,Grenada,2007,99,62,37,0,0,0,0,85,71,43,0,0,0,99,0
Mississippi,Harrison,2007,365,193,153,17,2,0,0,164,77,49,0,0,90,275,0
Mississippi,Hinds,2007,365,185,175,5,0,0,0,115,74,50,0,0,68,297,0
Mississippi,Jackson,2007,365,197,155,12,1,0,0,156,74,48,0,1,89,275,0
Mississippi,Jones,2007,118,50,68,0,0,0,0,91,78,54,0,0,0,118,0
Mississippi,Lauderdale,2007,365,186,172,7,0,0,0,116,77,50,0,0,85,280,0
Mississippi,Lee,2007,364,189,163,11,1,0,0,152,83,49,0,0,112,252,0
Mississippi,Lowndes,2007,115,60,53,2,0,0,0,112,77,50,0,0,0,115,0
Mississippi,Webster,2007,185,140,43,2,0,0,0,108,77,42,0,0,185,0,0
Mississippi,Yalobusha,2007,356,285,66,5,0,0,0,126,71,38,0,0,356,0,0
Missouri,Buchanan,2007,329,140,188,1,0,0,0,108,72,53,0,0,0,323,6
Missouri,Cass,2007,262,175,83,4,0,0,0,136,75,44,0,0,190,72,0
Missouri,Cedar,2007,361,178,173,10,0,0,0,129,78,51,0,0,117,244,0
Missouri,Clay,2007,365,186,154,20,5,0,0,185,90,50,0,14,162,189,0
Missouri,Clinton,2007,214,137,58,16,3,0,0,161,93,46,0,0,214,0,0
Missouri,Greene,2007,365,276,80,7,2,0,0,161,74,41,8,106,179,72,0
Missouri,Jackson,2007,365,183,182,0,0,0,0,99,70,50,0,77,0,286,2
Missouri,Jasper,2007,361,335,25,1,0,0,0,109,45,21,0,0,0,0,361
Missouri,Jefferson,2007,365,155,180,26,4,0,0,169,96,53,0,0,118,247,0
Missouri,Lincoln,2007,214,125,65,17,7,0,0,182,101,48,0,0,214,0,0
Missouri,Monroe,2007,234,163,62,9,0,0,0,150,84,44,0,0,212,0,22
Missouri,Perry,2007,214,118,70,24,2,0,0,169,112,48,0,0,214,0,0
Missouri,Saint Charles,2007,365,170,161,23,11,0,0,185,97,52,0,13,150,202,0
Missouri,Saint Louis,2007,365,129,198,25,13,0,0,195,101,58,0,15,130,220,0
Missouri,Sainte Genevieve,2007,365,189,144,26,6,0,0,182,97,50,0,13,149,203,0
Missouri,St. Louis City,2007,365,96,240,24,4,1,0,208,93,59,0,6,81,228,50
Missouri,Stoddard,2007,113,71,40,2,0,0,0,123,71,44,0,0,0,113,0
Missouri,Taney,2007,121,94,27,0,0,0,0,89,57,31,0,0,0,121,0
Montana,Big Horn,2007,60,50,9,1,0,0,0,101,56,27,0,0,0,0,60
Montana,Cascade,2007,365,354,8,3,0,0,0,140,28,8,259,0,0,106,0
Montana,Fergus,2007,109,104,4,1,0,0,0,109,29,9,0,0,0,109,0
Montana,Flathead,2007,365,293,68,2,2,0,0,157,58,37,8,0,186,63,108
Montana,Gallatin,2007,365,303,55,5,2,0,0,174,62,27,3,0,0,362,0
Montana,Glacier,2007,60,57,3,0,0,0,0,72,38,13,0,0,0,0,60
Montana,Jefferson,2007,15,14,1,0,0,0,0,68,41,19,0,0,0,0,15
Montana,Lake,2007,351,337,13,0,1,0,0,159,34,15,0,0,0,36,315
Montana,Lewis and Clark,2007,353,264,78,7,4,0,0,164,72,29,0,0,0,353,0
Montana,Lincoln,2007,365,196,165,4,0,0,0,116,77,45,0,0,0,340,25
Montana,Missoula,2007,365,308,51,5,1,0,0,159,58,25,37,0,0,112,216
Montana,Powell,2007,109,95,12,2,0,0,0,147,64,9,0,0,0,109,0
Montana,Ravalli,2007,343,228,90,11,13,1,0,212,85,34,0,0,0,343,0
Montana,Roosevelt,2007,116,113,3,0,0,0,0,80,33,15,0,0,0,116,0
Montana,Rosebud,2007,348,337,11,0,0,0,0,100,37,17,0,0,0,38,310
Montana,Sanders,2007,121,110,10,0,1,0,0,161,49,26,0,0,0,120,1
Montana,Sheridan,2007,118,115,3,0,0,0,0,67,31,14,0,0,0,118,0
Montana,Silver Bow,2007,360,283,70,6,1,0,0,167,63,29,0,0,0,130,230
Montana,Yellowstone,2007,365,337,27,1,0,0,0,102,49,35,56,22,226,56,5
Nebraska,Cass,2007,357,316,39,2,0,0,0,107,53,27,0,0,0,0,357
Nebraska,Dawson,2007,57,50,7,0,0,0,0,83,53,26,0,0,0,0,57
Nebraska,Douglas,2007,365,136,218,11,0,0,0,141,87,57,0,0,39,313,13
Nebraska,Garden,2007,118,118,0,0,0,0,0,45,33,15,0,0,0,118,0
Nebraska,Hall,2007,111,89,22,0,0,0,0,74,58,31,0,0,0,111,0
Nebraska,Knox,2007,85,85,0,0,0,0,0,42,38,31,0,0,85,0,0
Nebraska,Lancaster,2007,362,342,20,0,0,0,0,95,46,31,108,0,185,69,0
Nebraska,Sarpy,2007,101,73,26,2,0,0,0,112,60,34,0,0,0,101,0
Nebraska,Scotts Bluff,2007,107,97,10,0,0,0,0,67,48,27,0,0,0,107,0
Nebraska,Sioux,2007,65,35,30,0,0,0,0,97,80,49,0,0,65,0,0
Nebraska,Thomas,2007,105,103,2,0,0,0,0,65,35,19,0,0,0,105,0
Nebraska,Thurston,2007,114,97,17,0,0,0,0,90,57,28,0,0,0,114,0
Nebraska,Washington,2007,111,91,20,0,0,0,0,100,56,33,0,0,0,111,0
Nevada,Carson City,2007,365,320,44,1,0,0,0,105,58,36,151,0,214,0,0
Nevada,Churchill,2007,197,134,61,2,0,0,0,105,71,46,0,0,197,0,0
Nevada,Clark,2007,365,101,215,43,6,0,0,163,108,63,0,18,224,96,27
Nevada,Douglas,2007,349,348,1,0,0,0,0,51,20,10,349,0,0,0,0
Nevada,Elko,2007,305,285,20,0,0,0,0,79,45,24,0,0,0,35,270
Nevada,Lyon,2007,112,86,26,0,0,0,0,90,61,45,0,0,112,0,0
Nevada,Mineral,2007,92,90,2,0,0,0,0,78,19,7,0,0,0,0,92
Nevada,Nye,2007,365,321,39,3,2,0,0,200,53,30,0,0,0,0,365
Nevada,Washoe,2007,365,216,138,11,0,0,0,115,80,48,0,105,231,20,9
Nevada,White Pine,2007,354,255,88,11,0,0,0,140,74,45,0,0,351,3,0
New Hampshire,Belknap,2007,213,181,27,4,1,0,0,156,61,36,0,0,175,38,0
New Hampshire,Cheshire,2007,212,166,41,5,0,0,0,143,71,37,0,0,171,41,0
New Hampshire,Coos,2007,242,161,66,12,3,0,0,164,90,43,0,0,182,60,0
New Hampshire,Grafton,2007,364,336,20,7,1,0,0,156,49,32,0,0,339,25,0
New Hampshire,Hillsborough,2007,365,285,62,16,2,0,0,172,80,36,7,125,172,60,1
New Hampshire,Merrimack,2007,240,183,51,5,1,0,0,154,73,38,0,0,158,82,0
New Hampshire,Rockingham,2007,360,304,47,5,4,0,0,179,56,31,0,127,164,69,0
New Hampshire,Sullivan,2007,211,173,32,6,0,0,0,133,61,35,0,0,170,41,0
New Jersey,Atlantic,2007,364,262,89,13,0,0,0,143,84,40,0,0,293,70,1
New Jersey,Bergen,2007,364,157,185,22,0,0,0,149,89,54,26,5,2,329,2
New Jersey,Burlington,2007,365,365,0,0,0,0,0,16,9,6,365,0,0,0,0
New Jersey,Camden,2007,365,151,172,33,8,1,0,202,105,55,0,18,176,167,4
New Jersey,Cumberland,2007,360,226,112,20,2,0,0,156,89,44,0,0,220,140,0
New Jersey,Essex,2007,359,286,72,1,0,0,0,104,64,36,0,282,0,77,0
New Jersey,Gloucester,2007,340,245,78,13,4,0,0,192,84,38,0,0,280,60,0
New Jersey,Hudson,2007,365,165,176,17,7,0,0,174,93,52,0,33,79,253,0
New Jersey,Hunterdon,2007,353,224,100,22,7,0,0,182,94,43,0,0,223,130,0
New Jersey,Mercer,2007,365,205,124,28,7,1,0,201,100,47,0,18,192,155,0
New Jersey,Middlesex,2007,365,237,100,23,5,0,0,192,93,44,1,44,185,135,0
New Jersey,Monmouth,2007,364,310,37,11,6,0,0,164,67,31,135,0,229,0,0
New Jersey,Morris,2007,365,263,74,20,8,0,0,177,90,40,6,25,270,64,0
New Jersey,Ocean,2007,343,222,95,21,5,0,0,164,90,43,0,0,183,160,0
New Jersey,Passaic,2007,250,166,64,18,2,0,0,169,98,43,0,0,176,74,0
New Jersey,Union,2007,365,152,199,13,1,0,0,156,84,54,0,79,0,286,0
New Jersey,Warren,2007,108,59,48,1,0,0,0,125,81,47,0,0,0,108,0
New Mexico,Bernalillo,2007,365,87,253,24,1,0,0,178,93,61,0,3,197,105,60
New Mexico,Catron,2007,107,105,2,0,0,0,0,86,23,10,0,0,0,107,0
New Mexico,Chaves,2007,125,119,6,0,0,0,0,79,40,24,0,0,0,120,5
New Mexico,Dona Ana,2007,365,154,186,22,3,0,0,187,93,55,0,7,185,62,111
New Mexico,Eddy,2007,365,300,65,0,0,0,0,93,58,41,0,3,347,15,0
New Mexico,Grant,2007,364,327,37,0,0,0,0,80,51,42,0,0,358,5,1
New Mexico,Lea,2007,365,304,61,0,0,0,0,97,58,42,0,19,300,43,3
New Mexico,Lincoln,2007,103,103,0,0,0,0,0,44,25,13,0,0,0,103,0
New Mexico,Los Alamos,2007,118,117,1,0,0,0,0,58,21,13,0,0,0,118,0
New Mexico,Luna,2007,365,289,75,0,1,0,0,169,61,42,0,3,319,0,43
New Mexico,Otero,2007,222,219,3,0,0,0,0,84,19,10,0,0,0,0,222
New Mexico,Rio Arriba,2007,109,109,0,0,0,0,0,48,20,9,0,0,0,109,0
New Mexico,San Juan,2007,365,167,156,42,0,0,0,133,101,53,0,29,298,14,24
New Mexico,Sandoval,2007,365,175,184,6,0,0,0,149,77,51,0,16,264,15,70
New Mexico,Santa Fe,2007,365,325,40,0,0,0,0,87,51,30,6,0,174,178,7
New Mexico,Socorro,2007,94,93,1,0,0,0,0,73,22,13,0,0,0,94,0
New Mexico,Taos,2007,361,351,10,0,0,0,0,59,42,17,0,0,0,299,62
New Mexico,Valencia,2007,358,355,3,0,0,0,0,56,25,15,0,0,0,358,0
New York,Albany,2007,365,232,117,14,2,0,0,159,78,42,0,0,178,187,0
New York,Bronx,2007,365,165,183,17,0,0,0,150,87,52,0,92,50,223,0
New York,Chautauqua,2007,365,273,67,21,4,0,0,169,84,38,0,0,326,39,0
New York,Chemung,2007,357,312,40,5,0,0,0,122,58,34,0,0,357,0,0
