"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	Births	Average Birth Weight	Average LMP Gestational Age	Average OE Gestational Age
	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"2021"	"2021"	727	1976.417	34.303	34.089
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2007"	"2007"	112	1932.491	34.144	33.865
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2008"	"2008"	117	1960.675	34.624	33.836
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2009"	"2009"	105	1977.781	34.590	33.971
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2010"	"2010"	100	2005.000	34.000	34.070
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2011"	"2011"	92	1989.641	34.065	33.717
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2012"	"2012"	71	1985.493	34.394	34.029
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2013"	"2013"	97	2147.536	35.474	35.206
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2014"	"2014"	75	2034.947	34.311	34.162
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2015"	"2015"	77	2013.623	34.896	34.558
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2016"	"2016"	88	2144.398	35.500	35.045
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2017"	"2017"	91	1945.110	33.681	33.824
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2018"	"2018"	69	2012.377	34.899	34.087
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2019"	"2019"	69	2021.014	34.638	34.217
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2020"	"2020"	75	2091.240	34.440	34.667
	"Ohio"	"39"	"Delaware County, OH"	"39041"	"2021"	"2021"	83	1974.289	34.181	34.084
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2007"	"2007"	83	1855.145	33.398	33.241
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2008"	"2008"	63	1961.873	34.159	33.952
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2009"	"2009"	57	1911.842	33.982	33.807
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2010"	"2010"	52	1890.962	32.981	33.231
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2011"	"2011"	64	1959.875	33.938	33.688
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2012"	"2012"	67	2018.209	34.134	34.254
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2013"	"2013"	70	2042.571	34.757	34.086
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2014"	"2014"	57	1957.263	34.228	33.930
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2015"	"2015"	67	2008.806	34.448	34.104
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2016"	"2016"	69	2005.362	34.261	33.841
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2017"	"2017"	62	1938.952	33.677	33.629
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2018"	"2018"	67	2036.224	34.731	34.493
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2019"	"2019"	55	1940.327	33.836	33.618
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2020"	"2020"	70	1984.000	34.714	33.857
	"Ohio"	"39"	"Fairfield County, OH"	"39045"	"2021"	"2021"	60	2094.850	35.350	35.067
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2007"	"2007"	1005	1917.747	33.873	33.699
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2008"	"2008"	1016	1947.929	34.063	33.854
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2009"	"2009"	930	1931.647	33.879	33.851
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2010"	"2010"	881	1933.563	33.710	33.741
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2011"	"2011"	906	1920.728	33.724	33.546
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2012"	"2012"	924	1923.425	33.758	33.564
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2013"	"2013"	1025	1948.163	33.908	33.682
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2014"	"2014"	999	1915.369	33.828	33.628
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2015"	"2015"	989	1963.743	34.143	33.994
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2016"	"2016"	928	1912.207	33.918	33.684
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2017"	"2017"	897	1939.964	34.080	33.760
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2018"	"2018"	876	1965.664	34.363	34.031
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2019"	"2019"	925	1948.480	34.050	33.879
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2020"	"2020"	797	1976.826	34.296	34.099
	"Ohio"	"39"	"Franklin County, OH"	"39049"	"2021"	"2021"	938	1977.096	34.400	34.158
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2007"	"2007"	66	1837.833	33.667	33.000
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2008"	"2008"	83	1947.253	33.506	33.373
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2009"	"2009"	85	1958.471	34.671	33.600
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2010"	"2010"	76	1838.000	34.237	33.132
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2011"	"2011"	75	1976.093	34.373	34.027
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2012"	"2012"	84	1950.536	33.917	33.667
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2013"	"2013"	77	2007.675	34.610	34.338
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2014"	"2014"	60	2122.317	35.367	35.000
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2015"	"2015"	73	1953.603	34.055	34.055
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2016"	"2016"	77	1979.649	34.247	34.091
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2017"	"2017"	62	1884.210	34.113	33.742
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2018"	"2018"	73	2007.616	34.205	34.000
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2019"	"2019"	62	1926.081	33.694	33.742
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2020"	"2020"	59	1985.136	33.948	33.448
	"Ohio"	"39"	"Greene County, OH"	"39057"	"2021"	"2021"	73	2000.712	34.534	34.452
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2007"	"2007"	791	1920.910	34.548	33.560
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2008"	"2008"	733	1930.109	34.307	33.656
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2009"	"2009"	654	1947.930	34.006	33.747
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2010"	"2010"	552	1923.266	33.900	33.536
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2011"	"2011"	561	1959.246	34.349	34.050
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2012"	"2012"	510	1913.151	33.957	33.649
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2013"	"2013"	427	2001.192	34.451	34.183
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2014"	"2014"	484	1927.829	33.932	33.659
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2015"	"2015"	515	1978.299	34.573	34.196
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2016"	"2016"	472	1981.862	34.375	34.057
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2017"	"2017"	545	1964.044	34.210	33.902
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2018"	"2018"	494	1948.253	34.047	33.914
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2019"	"2019"	481	1962.073	34.215	34.100
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2020"	"2020"	478	2007.257	34.546	34.330
	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"2021"	"2021"	512	2052.391	34.830	34.627
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2007"	"2007"	129	2065.147	35.442	34.845
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2008"	"2008"	118	1912.814	33.907	33.720
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2009"	"2009"	111	2037.315	35.505	34.991
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2010"	"2010"	105	2045.000	34.895	34.558
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2011"	"2011"	117	1945.376	34.026	33.923
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2012"	"2012"	124	1998.032	34.476	34.339
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2013"	"2013"	91	2053.934	35.505	34.956
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2014"	"2014"	81	1953.444	34.185	33.679
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2015"	"2015"	100	2006.970	34.340	34.010
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2016"	"2016"	96	1901.229	33.427	33.281
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2017"	"2017"	86	2043.198	34.977	34.640
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2018"	"2018"	79	1966.823	34.722	34.228
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2019"	"2019"	91	1985.308	34.000	33.934
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2020"	"2020"	58	2060.224	33.862	34.672
	"Ohio"	"39"	"Lake County, OH"	"39085"	"2021"	"2021"	78	1995.731	34.654	34.192
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2007"	"2007"	72	1972.597	33.931	33.931
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2008"	"2008"	88	1758.330	32.500	32.216
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2009"	"2009"	70	1829.814	32.757	32.586
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2010"	"2010"	87	1861.299	33.690	33.425
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2011"	"2011"	67	1999.537	34.448	34.061
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2012"	"2012"	76	1845.605	33.026	33.213
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2013"	"2013"	71	2024.028	34.507	33.521
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2014"	"2014"	75	1901.867	33.787	33.627
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2015"	"2015"	64	1936.141	34.079	33.825
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2016"	"2016"	61	2007.672	34.426	34.344
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2017"	"2017"	59	2100.627	34.948	34.500
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2018"	"2018"	87	2011.034	34.172	34.069
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2019"	"2019"	71	1914.028	33.268	33.225
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2020"	"2020"	61	1944.016	34.574	34.410
	"Ohio"	"39"	"Licking County, OH"	"39089"	"2021"	"2021"	72	1888.278	33.444	33.403
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2007"	"2007"	160	1923.356	33.962	33.812
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2008"	"2008"	152	1996.868	34.493	34.151
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2009"	"2009"	134	1965.060	34.639	34.038
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2010"	"2010"	104	1964.750	34.606	34.067
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2011"	"2011"	115	1903.722	33.896	33.443
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2012"	"2012"	119	1860.261	33.025	32.898
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2013"	"2013"	97	1873.608	33.289	33.165
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2014"	"2014"	152	1934.303	33.941	33.243
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2015"	"2015"	116	2029.293	35.017	34.543
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2016"	"2016"	142	2039.507	34.042	34.085
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2017"	"2017"	146	2009.404	34.500	34.164
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2018"	"2018"	143	2001.902	34.210	34.007
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2019"	"2019"	134	1988.761	34.052	34.067
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2020"	"2020"	126	1968.143	34.341	34.175
	"Ohio"	"39"	"Lorain County, OH"	"39093"	"2021"	"2021"	141	1989.383	33.872	33.901
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2007"	"2007"	299	1928.043	34.023	33.607
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2008"	"2008"	297	1944.687	33.882	33.852
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2009"	"2009"	310	1966.587	34.126	33.839
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2010"	"2010"	291	1954.921	34.196	33.893
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2011"	"2011"	227	1943.656	34.432	33.938
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2012"	"2012"	277	1994.812	34.397	34.271
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2013"	"2013"	285	2018.688	34.407	34.351
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2014"	"2014"	312	1920.971	33.756	33.548
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2015"	"2015"	283	2025.601	34.477	34.413
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2016"	"2016"	309	1979.307	34.294	34.029
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2017"	"2017"	279	1976.817	34.330	34.090
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2018"	"2018"	269	1950.186	34.494	34.030
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2019"	"2019"	246	1901.272	33.837	33.370
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2020"	"2020"	251	1958.637	34.251	34.048
	"Ohio"	"39"	"Lucas County, OH"	"39095"	"2021"	"2021"	279	1956.387	34.258	33.957
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2007"	"2007"	144	1961.979	34.674	34.000
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2008"	"2008"	135	1895.541	33.304	33.259
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2009"	"2009"	120	2012.917	34.192	34.167
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2010"	"2010"	125	1971.880	34.448	34.432
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2011"	"2011"	131	2065.267	35.069	34.565
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2012"	"2012"	105	1977.857	34.229	33.905
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2013"	"2013"	124	2048.347	35.290	34.710
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2014"	"2014"	125	2060.840	35.392	34.792
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2015"	"2015"	99	1969.394	34.657	34.313
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2016"	"2016"	113	2100.912	35.106	34.735
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2017"	"2017"	104	2009.221	34.673	34.144
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2018"	"2018"	132	2055.129	34.833	34.705
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2019"	"2019"	138	1963.623	34.413	33.819
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2020"	"2020"	96	2001.292	34.896	34.490
	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"2021"	"2021"	98	2010.949	34.541	34.398
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2007"	"2007"	78	2080.846	34.872	34.449
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2008"	"2008"	89	1912.281	33.764	33.352
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2009"	"2009"	67	2032.224	34.403	34.358
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2010"	"2010"	47	2023.319	35.149	34.574
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2011"	"2011"	73	2105.521	34.781	34.918
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2012"	"2012"	71	1800.803	32.366	32.394
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2013"	"2013"	71	1941.338	33.657	33.725
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2014"	"2014"	79	2010.684	34.266	33.886
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2015"	"2015"	92	2063.348	34.870	34.728
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2016"	"2016"	61	1862.213	34.246	33.770
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2017"	"2017"	56	2042.571	34.696	34.571
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2018"	"2018"	41	2051.732	35.293	34.878
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2019"	"2019"	65	2108.862	34.846	34.831
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2020"	"2020"	42	2191.167	35.024	34.810
	"Ohio"	"39"	"Medina County, OH"	"39103"	"2021"	"2021"	50	2039.100	34.469	34.204
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2014"	"2014"	28	1682.821	32.000	31.750
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2015"	"2015"	29	2062.759	35.034	34.828
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2016"	"2016"	31	1913.645	34.484	33.968
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2017"	"2017"	45	1941.844	33.822	33.622
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2018"	"2018"	23	1822.652	32.478	32.609
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2019"	"2019"	49	1984.061	34.163	33.612
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2020"	"2020"	39	1771.744	32.256	31.949
	"Ohio"	"39"	"Miami County, OH"	"39109"	"2021"	"2021"	53	1928.453	33.692	33.365
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2007"	"2007"	337	1942.030	33.914	33.467
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2008"	"2008"	337	1970.905	34.336	34.009
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2009"	"2009"	363	1924.639	34.110	33.559
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2010"	"2010"	327	1928.761	34.239	33.841
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2011"	"2011"	298	1898.010	33.822	33.490
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2012"	"2012"	362	1866.268	33.493	33.136
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2013"	"2013"	291	1876.986	33.591	33.172
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2014"	"2014"	294	1950.350	33.762	33.541
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2015"	"2015"	332	1931.181	33.452	33.491
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2016"	"2016"	318	1916.198	33.991	33.616
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2017"	"2017"	348	1920.080	33.752	33.380
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2018"	"2018"	301	1957.545	34.359	34.050
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2019"	"2019"	310	1963.587	33.987	34.055
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2020"	"2020"	324	1945.185	33.935	33.734
	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"2021"	"2021"	382	1979.060	34.079	34.144
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2007"	"2007"	78	1895.038	33.115	33.038
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2008"	"2008"	62	1972.935	34.787	34.131
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2009"	"2009"	52	2058.673	34.096	34.080
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2010"	"2010"	60	1931.083	34.100	34.150
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2011"	"2011"	47	1920.362	34.255	33.702
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2012"	"2012"	46	1966.391	33.565	33.370
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2013"	"2013"	48	1999.750	34.521	34.438
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2014"	"2014"	74	1936.581	33.932	33.554
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2015"	"2015"	53	1963.755	33.528	33.736
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2016"	"2016"	68	2003.294	34.221	34.191
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2017"	"2017"	39	2027.128	34.692	34.385
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2018"	"2018"	41	1819.780	33.073	32.561
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2019"	"2019"	39	1758.103	32.410	32.154
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2020"	"2020"	40	1933.200	33.513	33.538
	"Ohio"	"39"	"Portage County, OH"	"39133"	"2021"	"2021"	46	1961.043	33.565	33.500
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2007"	"2007"	70	1836.186	33.300	33.333
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2008"	"2008"	58	2065.397	35.121	34.696
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2009"	"2009"	61	1981.787	34.721	34.279
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2010"	"2010"	46	1903.217	33.674	33.622
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2011"	"2011"	35	1793.086	33.229	33.029
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2012"	"2012"	50	1954.460	33.640	33.755
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2013"	"2013"	46	1798.370	32.891	32.435
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2014"	"2014"	36	2002.417	33.639	33.778
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2015"	"2015"	38	1959.342	33.895	32.868
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2016"	"2016"	56	1934.000	34.268	33.750
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2017"	"2017"	57	1989.421	34.161	33.982
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2018"	"2018"	44	1933.159	32.955	33.136
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2019"	"2019"	39	2151.436	35.692	35.308
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2020"	"2020"	55	1806.764	32.982	32.945
	"Ohio"	"39"	"Richland County, OH"	"39139"	"2021"	"2021"	49	2072.245	35.714	34.837
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2007"	"2007"	261	1952.483	33.946	33.703
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2008"	"2008"	218	1870.353	33.417	33.220
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2009"	"2009"	193	2002.347	35.373	34.487
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2010"	"2010"	184	1865.342	33.418	33.168
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2011"	"2011"	184	2003.082	34.326	34.174
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2012"	"2012"	180	2007.289	35.117	34.318
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2013"	"2013"	177	1996.627	34.394	34.193
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2014"	"2014"	164	1891.268	33.805	33.573
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2015"	"2015"	176	2028.818	34.648	34.352
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2016"	"2016"	174	1966.983	33.954	33.770
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2017"	"2017"	148	1930.088	34.507	34.236
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2018"	"2018"	180	2047.556	34.850	34.672
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2019"	"2019"	165	2009.915	34.655	34.382
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2020"	"2020"	174	1984.678	34.289	34.058
	"Ohio"	"39"	"Stark County, OH"	"39151"	"2021"	"2021"	160	2005.300	34.836	34.440
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2007"	"2007"	314	1977.379	34.051	33.828
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2008"	"2008"	264	1949.451	33.652	33.405
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2009"	"2009"	328	1888.415	33.404	33.136
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2010"	"2010"	254	1979.299	34.272	33.976
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2011"	"2011"	275	1975.102	34.269	34.047
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2012"	"2012"	297	1929.374	34.094	33.636
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2013"	"2013"	273	2020.696	34.363	34.136
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2014"	"2014"	304	1925.961	33.760	33.523
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2015"	"2015"	304	1970.036	33.776	33.736
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2016"	"2016"	310	1956.832	34.039	33.673
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2017"	"2017"	262	2013.122	34.515	34.374
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2018"	"2018"	264	1974.201	34.352	34.136
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2019"	"2019"	246	1988.736	34.325	34.028
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2020"	"2020"	251	2003.335	34.653	34.386
	"Ohio"	"39"	"Summit County, OH"	"39153"	"2021"	"2021"	213	2009.582	34.770	34.366
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2007"	"2007"	114	1948.526	34.149	34.132
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2008"	"2008"	87	1976.299	34.448	34.333
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2009"	"2009"	102	1943.196	34.059	34.010
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2010"	"2010"	76	1908.276	34.724	33.908
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2011"	"2011"	95	2034.358	35.242	34.895
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2012"	"2012"	84	2012.298	34.774	34.321
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2013"	"2013"	77	2013.883	34.558	34.481
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2014"	"2014"	84	1986.952	33.810	33.726
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2015"	"2015"	70	2095.743	34.657	34.614
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2016"	"2016"	74	2003.176	34.575	34.164
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2017"	"2017"	71	1942.127	33.887	33.648
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2018"	"2018"	85	2070.247	35.035	34.553
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2019"	"2019"	93	2104.108	35.151	34.763
	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"2020"	"2020"	66	2037.909	35.227	34.682
